Year,Emergence_Date,DOY,VIIRS_Date_Code,VIIRS_Product,Collection,Tile,VIIRS_File,Status
2025,04/02/2025,035,A2025035,VNP46A2,002,h33v11,VNP46A2.A2025035.h33v11.002.2025048003253 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2025,06/02/2025,037,A2025037,VNP46A2,002,h33v11,VNP46A2.A2025037.h33v11.002.2025048010328 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2025,07/02/2025,038,A2025038,VNP46A2,002,h33v11,VNP46A2.A2025038.h33v11.002.2025049182641 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2025,08/02/2025,039,A2025039,VNP46A2,002,h33v11,VNP46A2.A2025039.h33v11.002.2025049193946 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2025,10/02/2025,041,A2025041,VNP46A2,002,h33v11,VNP46A2.A2025041.h33v11.002.2025050013523 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2025,13/02/2025,044,A2025044,VNP46A2,002,h33v11,VNP46A2.A2025044.h33v11.002.2025052101634 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2025,15/02/2025,046,A2025046,VNP46A2,002,h33v11,VNP46A2.A2025046.h33v11.002.2025054100427 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2025,18/02/2025,049,A2025049,VNP46A2,002,h33v11,VNP46A2.A2025049.h33v11.002.2025057105602 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2025,19/02/2025,050,A2025050,VNP46A2,002,h33v11,VNP46A2.A2025050.h33v11.002.2025058111724 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2025,21/02/2025,052,A2025052,VNP46A2,002,h33v11,VNP46A2.A2025052.h33v11.002.2025060100516 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2025,24/02/2025,055,A2025055,VNP46A2,002,h33v11,VNP46A2.A2025055.h33v11.002.2025069210021 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2025,25/02/2025,056,A2025056,VNP46A2,002,h33v11,VNP46A2.A2025056.h33v11.002.2025069225632 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2025,27/02/2025,058,A2025058,VNP46A2,002,h33v11,VNP46A2.A2025058.h33v11.002.2025070020558 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2025,11/03/2025,070,A2025070,VNP46A2,002,h33v11,VNP46A2.A2025070.h33v11.002.2025078195106 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2025,13/03/2025,072,A2025072,VNP46A2,002,h33v11,VNP46A2.A2025072.h33v11.002.2025083162101 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2025,16/03/2025,075,A2025075,VNP46A2,002,h33v11,VNP46A2.A2025075.h33v11.002.2025084031948 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2025,20/03/2025,079,A2025079,VNP46A2,002,h33v11,VNP46A2.A2025079.h33v11.002.2025087113929 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2025,23/03/2025,082,A2025082,VNP46A2,002,h33v11,VNP46A2.A2025082.h33v11.002.2025090150913 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2025,07/04/2025,097,A2025097,VNP46A2,002,h33v11,VNP46A2.A2025097.h33v11.002.2025105151256 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2025,19/04/2025,109,A2025109,VNP46A2,002,h33v11,VNP46A2.A2025109.h33v11.002.2025117145215 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
