Year,Emergence_Date,DOY,VIIRS_Date_Code,VIIRS_Product,Collection,Tile,VIIRS_File,Status
2018,29/01/2018,029,A2018029,VNP46A2,002,h33v11,VNP46A2.A2018029.h33v11.002.2024352091838 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,30/01/2018,030,A2018030,VNP46A2,002,h33v11,VNP46A2.A2018030.h33v11.002.2024352100220 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,07/02/2018,038,A2018038,VNP46A2,002,h33v11,VNP46A2.A2018038.h33v11.002.2024352161134 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,09/02/2018,040,A2018040,VNP46A2,002,h33v11,VNP46A2.A2018040.h33v11.002.2024353131016 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,10/02/2018,041,A2018041,VNP46A2,002,h33v11,VNP46A2.A2018041.h33v11.002.2024353140152 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,12/02/2018,043,A2018043,VNP46A2,002,h33v11,VNP46A2.A2018043.h33v11.002.2024353154431 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,15/02/2018,046,A2018046,VNP46A2,002,h33v11,VNP46A2.A2018046.h33v11.002.2024354133931 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,02/03/2018,061,A2018061,VNP46A2,002,h33v11,VNP46A2.A2018061.h33v11.002.2024354165601 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,04/03/2018,063,A2018063,VNP46A2,002,h33v11,VNP46A2.A2018063.h33v11.002.2024354172723 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,10/03/2018,069,A2018069,VNP46A2,002,h33v11,VNP46A2.A2018069.h33v11.002.2024354193038 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,15/03/2018,074,A2018074,VNP46A2,002,h33v11,VNP46A2.A2018074.h33v11.002.2024354203728 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,18/03/2018,077,A2018077,VNP46A2,002,h33v11,VNP46A2.A2018077.h33v11.002.2024354211046 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,19/03/2018,078,A2018078,VNP46A2,002,h33v11,VNP46A2.A2018078.h33v11.002.2024354212111 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,23/03/2018,082,A2018082,VNP46A2,002,h33v11,VNP46A2.A2018082.h33v11.002.2024354220324 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,24/03/2018,083,A2018083,VNP46A2,002,h33v11,VNP46A2.A2018083.h33v11.002.2024354221541 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,25/03/2018,084,A2018084,VNP46A2,002,h33v11,VNP46A2.A2018084.h33v11.002.2024354222707 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,26/03/2018,085,A2018085,VNP46A2,002,h33v11,VNP46A2.A2018085.h33v11.002.2024354223835 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,27/03/2018,086,A2018086,VNP46A2,002,h33v11,VNP46A2.A2018086.h33v11.002.2024354230157 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,09/04/2018,099,A2018099,VNP46A2,002,h33v11,VNP46A2.A2018099.h33v11.002.2024355030347 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,14/04/2018,104,A2018104,VNP46A2,002,h33v11,VNP46A2.A2018104.h33v11.002.2024355041126 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,19/11/2018,323,A2018323,VNP46A2,002,h33v11,VNP46A2.A2018323.h33v11.002.2025005134411 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,22/11/2018,326,A2018326,VNP46A2,002,h33v11,VNP46A2.A2018326.h33v11.002.2025005152244 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,25/11/2018,329,A2018329,VNP46A2,002,h33v11,VNP46A2.A2018329.h33v11.002.2025005170158 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,06/12/2018,340,A2018340,VNP46A2,002,h33v11,VNP46A2.A2018340.h33v11.002.2025005214013 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,07/12/2018,341,A2018341,VNP46A2,002,h33v11,VNP46A2.A2018341.h33v11.002.2025005220605 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,08/12/2018,342,A2018342,VNP46A2,002,h33v11,VNP46A2.A2018342.h33v11.002.2025005230028 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,09/12/2018,343,A2018343,VNP46A2,002,h33v11,VNP46A2.A2018343.h33v11.002.2025005233942 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,11/12/2018,345,A2018345,VNP46A2,002,h33v11,VNP46A2.A2018345.h33v11.002.2025006002735 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,12/12/2018,346,A2018346,VNP46A2,002,h33v11,VNP46A2.A2018346.h33v11.002.2025006005520 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,22/12/2018,356,A2018356,VNP46A2,002,h33v11,VNP46A2.A2018356.h33v11.002.2025006074731 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,23/12/2018,357,A2018357,VNP46A2,002,h33v11,VNP46A2.A2018357.h33v11.002.2025006080840 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
2018,24/12/2018,358,A2018358,VNP46A2,002,h33v11,VNP46A2.A2018358.h33v11.002.2025006083555 — //HDFEOS/GRIDS/VIIRS_Grid_DNB_2d/Data_Fields/DNB_BRDF-Corrected_NTL,FOUND
